Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1693-ES-01BC;1693 Sicily Earthquake;;;;Distinto ragguaglio del spaventevole terremoto accaduto nel Regno della Sicilia li 9 et 11 del mese di gennaro 1693;Molo, Giovanni Battista;Per il Molo. Si vende dal medemo stampatore a piazza Rondinina;Rome;;;1693;Italian;Prose;Null;"Rome, Biblioteca Casanatense VOL MISC.387 23; Rome, Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana CORS 170 F 9.9; Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.C. 035 (2";https://books.google.it/books?id=C5av2ILgplkC&pg=PP1&dq=DISTINTO+RAGGUAGLIO+1693&hl=it&sa=X&ved=2ahUKEwixuaPBmYTsAhVywIsKHY7YDxMQ6AEwAHoECAUQAg#v=onepage&q=DISTINTO%20RAGGUAGLIO%201693&f=false;I-1693-ES-0301 / 1693 Sicily Earthquake / City View from the Sea (This document includes);;;
P-1693-ES-01BD;1693 Sicily Earthquake;Burgos, Alessandro;Ad un suo amico;;Lettera del P. Alessandro Burgos scritta ad un suo amico, che contiene le notizie fin'ora avute de danni caggionati in Sicilia da tremuoti a 9 et 11 gennaio 1693;;;;;;1693;Italian;Prose;Null;Rome, Biblioteca Casanatense VOL MISC.387 22;https://books.google.it/books?id=q8dbptdyUjIC&printsec=frontcover&dq=ALESSANDRO+BURGOS+1693&hl=it&sa=X&ved=2ahUKEwjX3M_umYTsAhWIxIsKHd_7CJgQ6AEwAHoECAIQAg#v=onepage&q=ALESSANDRO%20BURGOS%201693&f=false;P-1693-ES-0931 / 1693 Sicily Earthquake / Sicilia piangente su le rovine delle sue più belle città atterrate da' tremuoti a gli undeci di gennaio dell'anno 1693. Elegia del padre Alessandro Burgos... Con l'aggiunta delle notizie fin'ora havute dal Regno delli danni caggionati da' tremuoti sudetti (This document is included in);;;
P-1693-ES-01BE;1693 Sicily Earthquake;;;;Lettera di ragguaglio di quanto è seguito dal funestissimo terremotto nel Regno di Cecilia con il numero delle città, terre luoghi, e castelli, che sono al numero di 60 disfatti con la morte di centomilla persone, e di tutto ciò, che occorse nella duratione del medemo;Batti;Si vende dal Batti in piazza di San Marco. Con licenza de' superiori;Venice;;;1693;Italian;Prose;Null;Venice, Biblioteca Nazionale Marciana MISC 1843.  009;;;;MEMORIA / PASSATO E PRESENTE→Cronologia dello stesso evento;
P-1693-ES-01BF;1693 Sicily Earthquake;;;;Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia. Cavata dall’ultime lettere di Messina. Sotto li 28 gennaro 1693;"Sassi, Giovanni Battista; Sassi, Girolamo";Per Giovanni Battista, e Girolamo Sassi;Macerata;;"Rome;Ancona";1693;Italian;Prose;Null;Macerata, Biblioteca comunale Mozzi-Borgetti B.C.MC Vol. 80 (6);;"P-1693-ES-0621 / 1693 Sicily Earthquake / Relatione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavata da''ultime lettere di Messina sotto li 28 gennaro 1693 (Very similar to); P-1693-ES-087A / 1693 Sicily Earthquake / Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavati dall'ultime lettere di Messina sotto di 28 gennaro 1693 (Very similar to)";;;
P-1693-ES-01C0;1693 Sicily Earthquake;;;;Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693;Ercole, Domenico Antonio;"Per Domenico Antonio Ercole; all'insegna di Morion d'Oro";Rome;;;1693;Italian;Prose;Null;Rome, Biblioteca Casanatense VOL MISC.2120 7;https://books.google.it/books?id=Hj-xCz9YsbMC&printsec=frontcover&dq=RELAZIONE+DE+DANNI++1693&hl=it&sa=X&ved=2ahUKEwj_iYfYmYTsAhVRAxAIHd-EBhcQ6AEwAHoECAEQAg#v=onepage&q=RELAZIONE%20DE%20DANNI%20%201693&f=false;"I-1693-ES-02FF / 1693 Sicily Earthquake / City View from the Sea (This document includes); P-1693-ES-0621 / 1693 Sicily Earthquake / Relatione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavata da''ultime lettere di Messina sotto li 28 gennaro 1693 (Very similar to); P-1693-ES-087A / 1693 Sicily Earthquake / Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavati dall'ultime lettere di Messina sotto di 28 gennaro 1693 (Very similar to)";;;Foto Valentina
P-1693-ES-01C1;1693 Sicily Earthquake;;;;Sincera ed esatta relazione dell’orribile terremoto seguito nell’isola di Sicilia il dì 11 di gennaio 1693. Colla nota delle città e terre sprofondate, de’ morti e luoghi, che hanno patito e con tutte le particolarità più degne da essere registrate. Aggiuntovi l’orazione contro il terremoto;Buagni, Giovan Francesco;"Da Francesco Leone libraro; per Gio: Francesco Buagni";Rome;;;1693;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SIS150401-07C-035 (6);;I-1693-ES-0300 / 1693 Sicily Earthquake / View of flooded City (This document includes);;;Foto Valentina
P-1693-ES-01C2;1693 Sicily Earthquake;;;;Vera relatione di quello è successo nell’ultimo terremoto in Sicilia. Véritable relation de ce qui c'est passé dans le dernier tremblement de terre en Sicile;Malard, François;Chez François Malard;Toulon;;;1693;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SIS150402_07C_035 (8);;;"The text is distributed in two columns: the left one presents its Italian version, whereas the right column has a&nbsp;French translation.";;VERIFICARE STAMPATORE: fratelli RossiFoto Valentina
P-1693-ES-01C3;1693 Sicily Earthquake;;;;Verissima e distinta relatione del terribile, e spaventoso terremoto seguito in Siracusa, Augusta, Cattania, Messina et altre città, e luoghi della Calabria. Principiato alli 9 di genaro 1693. Con il danno di molti millioni, e morte di più di cento milla persone;Rossi (Brothers);Per li Fratelli Rossi;Bergamo;;Venice;1693;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.C. 035 (2;;;;;Foto Valentina. UNIFICARE IL NOME DELLA BIBLIOTECA (anche per altri report). MV
P-1693-ES-056E;1693 Sicily Earthquake;;;;Gazzette /   di Napoli (n. 4);Parrino, Domenico Antonio;Naples;Naples;The news item itself tells us nothing about the earthquake. However, a 'sermon' entitled Protezione di S. Francesco di Borgia della compagnia di Gesu contro i terremoti is enclosed, and it is directly linked to what happened in Catania.;;1693;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1693-ES-056F;1693 Sicily Earthquake;;;;Gazzette di Napoli (n. 5);Parrino, Domenico Antonio;Appresso Dom. Ant Parrino;Naples;;;1693;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1693-ES-0570;1693 Sicily Earthquake;;;;Gazzette di Napoli (n. 6);Parrino, Domenico Antonio;Appresso Dom. Ant Parrino;Naples;;;1693;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1693-ES-0571;1693 Sicily Earthquake;;;;Gazzette di Napoli (n. 7);"Parrino, Domenico Antonio; Cavallo, Camillo";Appresso Dom. Ant Parrino;Naples;;;1693;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria ;;;;;
P-1693-ES-0620;1693 Sicily Earthquake;;;;Breve relatione dell'orribile terremoto seguito alli 9 gennaro del presente anno 1693 nel Regno di Sicilia;Monti, Pier Maria;Per Pier-Maria Monti;Bologna;;;1693;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 63r-64v;;;;;foto Matteo
P-1693-ES-0621;1693 Sicily Earthquake;;;;Relatione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavata da''ultime lettere di Messina sotto li 28 gennaro 1693;Monti, Pier Maria;Per Pier-Maria Monti;Bologna;;Rome;1693;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 67r-70v;;"P-1693-ES-01BF / 1693 Sicily Earthquake / Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia. Cavata dall’ultime lettere di Messina. Sotto li 28 gennaro 1693 (Very similar to); P-1693-ES-01C0 / 1693 Sicily Earthquake / Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693 (Very similar to); P-1693-ES-087A / 1693 Sicily Earthquake / Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavati dall'ultime lettere di Messina sotto di 28 gennaro 1693 (Very similar to)";;;foto Matteo
P-1693-ES-087A;1693 Sicily Earthquake;;;;Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavati dall'ultime lettere di Messina sotto di 28 gennaro 1693;;In Roma et in Firenze, 1693;Florence;;Rome;1693;Italian;Prose;;Naples, Biblioteca della Società Napoletana di Storia Patria SIS 150399;;"P-1693-ES-01BF / 1693 Sicily Earthquake / Relazione de' danni cagionati da terremoti sentiti nel Regno di Sicilia. Cavata dall’ultime lettere di Messina. Sotto li 28 gennaro 1693 (Very similar to); P-1693-ES-01C0 / 1693 Sicily Earthquake / Relazione de’ danni cagionati da terremoti sentiti nel Regno di Sicilia, cavata dall’ultime lettere di Messina sotto li 28 gennaro 1693 (Very similar to); P-1693-ES-0621 / 1693 Sicily Earthquake / Relatione de' danni cagionati da terremoti sentiti nel Regno di Sicilia cavata da''ultime lettere di Messina sotto li 28 gennaro 1693 (Very similar to)";;;
P-1693-ES-087C;1693 Sicily Earthquake;da Catania, Ferdinando;;;Reverendiss. Padre Patrone colendiss. armata la destra della divina giustitia contro questo Regno, ed avvisandolo per sua infinita misericordia con continui e spaventeuoli tremuoti dalli 9 dell'entrato anno 1693 fino a quest'oggi, domenica 11 di detto ad hore 21. in circa;;;Catania;;;1693;Italian;Prose;;Jesi, Biblioteca Comunale Planettiana' PLAN AVVISI       13        005;Rome, Biblioteca Casanatense VOL MISC.387 29';;;;
P-1693-ES-08E3;1693 Sicily Earthquake;Rendina, Geronimo Maria;Al Reverendissimo Padre fr. Antonino Cloche maestro generale dello stess'Ordine;Cloche, Antonin;Primitie di eloquenza. Orationi sacre del Padre Lettore f. Geronimo Maria Rendina de' Predicatori;di Franco, Bartolomeo;Nella / Stamp. dell’Illustris. Senato per Bartolom. di Franco;Trapani;;;1693;Italian;Prose;;Biblioteca Nazionale Centrale di Firenze ;https://books.googleusercontent.com/books/content?req=AKW5QacRSNTxkBze8V7zOhWJot36PPRsI9zBi0PKvbeLuOBpd2NZXBlneroeq-YGdnNx6CY3knZZAE-AjhzGtuImFLFh9Dp9l41S87C7rR6KYy_WC3FAJMo3ifCDP1bKI-kOcAfQ7jSOx0Q_bXa1ihEBRN9QaigN8Byee_HKaX0WY1VZYIv-3lSHJRMBo8hPDcknH6XVB;;;TOPOI DELLA NARRAZIONE→Relazione tra eventi terreni e divini;
P-1693-ES-08E7;1693 Sicily Earthquake;de Vio, Ignazio;;;Li giorni d’oro di Palermo nella trionfale Solennità vergine palermitana / celebrata l’Anno 1693;Coppola, Pietro;Per Pietro Coppula Stamp. / Camerale;Palermo;The preacher praises the role played by Saint Rosalia in the defense of Sicily during violent earthquakes.;;1694;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III SALA FARN. 43. D 66;https://books.googleusercontent.com/books/content?req=AKW5Qad511EkoMRwOwO6mXBuJtjKcQ8PL7MJycA1rUBQHwx2foq-vFqMns1OljvzyeBo8OhBLNgJdofoaWZUxz4ZL-Ra0f65irxuO09NHKOHxvO16D2Xj_ah0TiYuRbMOgvcyFQV54XOnVzEXNce9zsVubAN4Inyo0uzpnQ69yrX-FPT1jd3X2ikO281KG6ML0tjjLm4V;;;SENSORIALITÀ E MATERIALITÀ→Sensazioni uditive;
P-1693-ES-08E8;1693 Sicily Earthquake;Vitale, Valentino;Alla Divotione dell'illustre, e spettabile signore D. Francesco Aragues, Medrano, e Bergua, Regio Consiliario, Ministro di Cappa, e Spada, agionto al R.P. residente in Messina, e Conservadore;Aragues, Francesco;Il fato mamertino nel solenizzato trionfo da’ Messinesi a tre di Giugno / 1694. in honore della Sacra Lettera scrittagli dall’Immacolata sempre Vergine / Maria. Panegirico sacro composto, e recitato l’istesso dì nel Duomo / Protometropolitnao della Nobile Città di Messina;"Miranda V.G.; Natoli";nella Stamperia della Monitione, Impr . Miranda V. G. Impr. Natoli pro ill. de Scoma P.;Messina;The preacher evokes the disaster of the earthquake that devastated Messina, a city saved by his faith.;;1694;Italian;Prose;;Rome, Biblioteca Nazionale Centrale 34. 3.I.2.4;https://books.googleusercontent.com/books/content?req=AKW5Qact0vXJQFsmpJ7zHjMxx-4sM6_dMfncB-HrkENHWkxQ3pGxkwmhWtT15xjCdSe3QLtIlO0KWr0zTSlewxqdgnuEd3EJmWRrWfZjscCjR1GhdVnc_DOgkm_WlPJOGH9PhbwDUmlViKF0A3JFEExEpJ_TUd99B4YSfS_2f6ngTUmyH7Mxtgaut2_TciC4IrzCjxc6N;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Orrore, meraviglia;
P-1693-ES-0931;1693 Sicily Earthquake;Burgos, Alessandro;Consegrata a S.E. l'Eccellentissimo Signor Duca d'Uzeda Vicerè e Capitan Generale in questo Regno;Pacheco, Juan Francisco (Viceroy of Sicily);Sicilia piangente su le rovine delle sue più belle città atterrate da' tremuoti a gli undeci di gennaio dell'anno 1693. Elegia del padre Alessandro Burgos... Con l'aggiunta delle notizie fin'ora havute dal Regno delli danni caggionati da' tremuoti sudetti;Epiro, Agostino;In Palermo: per Agostino Epiro, 1693;Palermo;;;1693;Italian;Verse;;"Cassino (FR), Biblioteca statale del Monumento nazionale di Montecassino ANT R.III 13/17; Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.C. 035 (10; Naples, Biblioteca della Società Napoletana di Storia Patria SG B 0001.4 (01; Palermo, Biblioteca Comunale Leonardo Sciascia CXXXVI C 225 24 b; Palermo, Biblioteca Comunale Leonardo Sciascia CXXXVI C 28 6; Palermo, Biblioteca Centrale della Regione Siciliana Alberto Bombace RARI SIC. 490.48-49; Trapani, Biblioteca Fardelliana Inv. 21963";;P-1693-ES-01BD / 1693 Sicily Earthquake / Lettera del P. Alessandro Burgos scritta ad un suo amico, che contiene le notizie fin'ora avute de danni caggionati in Sicilia da tremuoti a 9 et 11 gennaio 1693 (This document includes);;;Con lo stesso nome c'è anche il Bishop of Cordoba, per cui non mi fa inserire il dedicatario che invece è: Pacheco, Juan Francisco (Viceroy of Sicily, Duke of Uzeda, Count of Montalbán).
P-1693-ES-0932;1693 Sicily Earthquake;;;;;Martinelli, Pietro;;Viterbo;;;1693;;;;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.C. 035 (5;;;;;
P-1693-ES-0933;1693 Sicily Earthquake;;;;Lagrimoso spettacolo della misera città di Catania nell'isola di Sicilia la quale fu distrutta li 15 gennaro del corrente anno 1693 da un spaventevolo terremoto. Dove con gl'habitanti anco ogni cosa restò sotto le proprie rovine miseramente sepolto e abbissato;Martinelli, Pietro;In Viterbo: per Pietro Martinelli, 1693;Viterbo;;;;Italian;Verse;;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.C. 035 (5;;;;;
P-1693-ES-0934;1693 Sicily Earthquake;"De san Bernardo, Juan (Author of the original text in Spanish); Mataplana, Pietro (Translator in Italian)";;;Vita, e miracoli di santa Rosalia vergine palermitana del p.m. fr. Giovanni da S. Bernardo, lettor giubilato, qualificatore del s. Ufficio, essaminatore sinodale dell'arcivescouado di Siviglia, e c. del terz'ordine di s. Francesco. Portata dal castigliano all'italiano da Pietro Mataplana (...) Con aggiontavi al fine una sommaria relazione de' danni cagionati da' terremoti in Sicilia. ;Epiro, Agostino;In Palermo: per Agostino Epiro, 1693;Palermo;;;1693;Italian;Prose;;"L'Aquila, Biblioteca Provinciale Salvatore Tommasi SEIC. A 298; Mercogliano, Biblioteca Statale del Monumento Nazionale di Montevergine O 009. 295; Palermo, Biblioteca Centrale della Regione Siciliana Alberto Bombace RARI SIC. 555; Rome, Biblioteca Nazionale Centrale 14. 29.A.31; Viterbo, Biblioteca Centrale della Provincia Agostiniana d'Italia Ip. S.4 VIII 20; Viterbo, Biblioteca Diocesana G21";;;;;
P-1693-ES-0A12;1693 Sicily Earthquake;Corsoni, Mario;;;Messina primogenita della Vergine. Panegirico in lode della Sacratissima Lettera scritta dalla Gran Madre di Dio alla stessa città;Maffei, Giuseppe;Presso D. Giuseppe Maffei;Messina;The sermon recalls the protection granted by the Virgin Mary to Messina during the earthquake of January 1693.;;1722;Italian;Prose;;Rome, Biblioteca Nazionale Centrale MISC. VAL.612.14;https://books.googleusercontent.com/books/content?req=AKW5QafPo691hCtVD6LxbdRFAJ_TdQmxG9rnmvbw6Nt80ryJxbUxCvzrpFXLRgHVHOF7XCJe2c7b8hMxHCJGPpw_88N1i2kMep7nkk1zJnNhl1MsVZk4djmgrgN4PZizDBRW2OGYJkMbOI8dOzhBZMWRXBf_vtRkpLn_sTJe6mUr7PIrP2aRkc2_P4XoSPl4dC4aJOZFO;;;TOPOI DELLA NARRAZIONE→Miracoli, prodigi, Interventi soprannaturali;
P-1693-ES-0A13;1693 Sicily Earthquake;;;;;;;;;;;;;;;;;;;
P-1693-ES-0A15;1693 Sicily Earthquake;Mongitore, Antonino;;;Palermo divoto di Maria Vergine e Maria Vergine Protettrice di Palermo;Bayona, Gaspare;Nella Stamper. di Gaspare Bayona;Palermo;Vision and invocation of the Virgin in two disastrous events that occurred in Sicily in 1542 and 1693.;;1719;Italian;Prose;;Lyon, Bibliothèque jésuite des Fontaines A 234/3;https://books.googleusercontent.com/books/content?req=AKW5QaddVO9q3KfDkNa3xGDVVDuo6gl8VICoasaUrDVRmjLdVqejnTYdTHceDdUR0Mz34Jb62a3Dfi74CTHq9MreTd0UHU3sCW9_t2lFSAHGf5BtCE5EQBGMiMNw__bHQ42XQMtjAPVsX3MWrsUtiCGYI7GfIGgcUVgjS8faZYdim9s8G0DPDkK-Ih1yTzJsynHEsm838;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Invocazione alla divinità;
P-1693-ES-0A37;1693 Sicily Earthquake;da S. Claudia, Giovanni Bartolomeo;All’augustissimo / Imperatore Leopoldo Primo;Leopoldo I;Lustri / storiali de’ Scalzi Agostiniani eremiti della Congregazione d’Italia, e / Germania descritti dal P. Giovanni Bartolomeo da S. Claudia, Milanese suo / cronista;Vigoni, Francesco;Nella / Stampa di Francesco, e Fratelli Vigoni;Milan;The text recalls the saving power of an image of the Virgin on the occasion of the earthquake that struck Sicily in 1693.;;1700;Italian;Prose;;Wien, Osterreichische Nationalbibliothek 32.Q7;https://books.googleusercontent.com/books/content?req=AKW5QadqYffYf-gupZJwzEebzQcQpp0rWsmcUK_lAZ6Yr4es6TC6FBYrwaMsZK6csVUecTfAKm1n4V7_SwfjC-HamhWrrrOUU1DNr8g2P_J2khGqmsjRQBQJGYylByZa85iTDqdzuGtrcfc1trBFOxRYh9d5G0v0K9Ys9XwkGbw3GlszwLs8-aMDR1BDf1AZJzajZWxpc;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1693-ES-0A39;1693 Sicily Earthquake;Piccolo, Diego Saverio;;;Vita / del venerabile Servo di Dio il P. D. Domenico Fabris sacerdote messinese / descritta dal P. Diego Saverio Piccolo della Compagnia di Gesù;Gaipa, Francesco;Nella Regia Stamperia di Francesco Gaipa;Messina;"The text recalls some moments in the life of Father Domenico Fabris; in the background, two disasters that occurred in Sicily: the earthquake of 1693 and the plague of 1643.";;1754;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III PALATINA Suppl. 2. C 26;https://books.googleusercontent.com/books/content?req=AKW5Qad2lL7AwPA8blUaVJYe6DkGnh_3Ml3l4Jmat7qb8vWBCCfYQ4QY_5eOv_qH7tkpcmwUUhQjobYKNrEY33kxh6bs5oU1TFpaY4RgNe7vdYkVRwrIWFSz_U4XZy44MSsETdm-4DUWzlJJTs9EJGEUtinxUHOF_tljVY5zXVkCeyFUoS_Zmp79kVvYaZFJqro_YxQlS;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
P-1693-ES-0A46;1693 Sicily Earthquake;;;;;;;;;;;;;;;;;;;
P-1693-ES-0A47;1693 Sicily Earthquake;Muti, Giovanni Maria;Dedicato / all’eccellenza del signor Giovan Battista Centurione principe del Sagro Romano / Imperio;Centurione, Giovan Battista;Quaresimale / del padre maestro fra’ Giovanni Maria Muti de’ predicatori;Poletti, Andrea;Presso Andrea Poletti;Venice;Repentance and confession of sins are the only ways in which man can stop divine wrath, which can manifest itself through earthquakes.;;1708;Italian;Prose;;Biblioteca Nazionale Centrale di Firenze a-c4 A-5E4;https://books.googleusercontent.com/books/content?req=AKW5QafByyDxhRur-ekzWCnWeW1u68rXSISpyVHxy2IRqXlHm2M8hd42mQcqrYQc1SQZPn0vdUl-jQDDNCokPtA2LkhcrDcRR7nkFV1IrWkKuGoW7gtTR7IRc9rmv4lSjs_dZl3S-ZPCnp7TrmRzqxpvWlar02vUFI3R_Jd-OLMcFEMKXmHKh8sqhI0qRMJKkQ1E7yo3a;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1693-ES-0A5A;1693 Sicily Earthquake;Chiarello, Benedetto;;;Memorie / sacre della città di Messina nelle quali si descrivono le istorie de’ Santi, / Beati, Tutelari, e Patroni della medesima Città dal P. Benedetto Chiarello / della Compagnia di Giesù con un’aggiunta d’alcune persone Insigni in Pietà, che / sono fiorite circa l’età dell’Autore;;Nella Stamparia Cam. di Vincenzo d'Amico;Messina;Panegyric to the Madonna della Lettera who did not fail to protect Messina during the 1693 earthquake.;;1705;Italian;Prose;;London, British Library 664.b.9.;https://books.googleusercontent.com/books/content?req=AKW5Qad0MselAmatRrp93DRAyJ-7MnY426lAdRPbSmVDmhXcRYiX_5fJ0k-vQXkQljSH8wiiP0vgDmhGBurYJBAeu548u_PfxY22ixzCVVYlu9waA-56NtnUh1ADWN-ZXymq4xxXCQTHSOxnfqe5DYFMygym16k_LBpw7-NFzNo8Gucz2b1FpcOPjgmyDWYZEdyDe6z3I;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Narrazione in prima persona, dialoghi;
P-1693-ES-0A5C;1693 Sicily Earthquake;Coltraro, Antonio Maria;;;Ristretto / della vita del p. Antonino Finocchio della Compagnia di Gesù missionario dato / in luce dal p. Antonio Maria Coltraro della medesima Compagnia;Felicella, Angelo;Nella Stamperia di Angelo Felicella;Palermo;The text recalls the merciful actions carried out in Sicily by his father Antonino Finocchio during the earthquake of 1693 and the plague of 1743.;;1761;Italian;Prose;;Naples, Biblioteca Nazionale Vittorio Emanuele III II Suppl. Palat. B 29;https://books.googleusercontent.com/books/content?req=AKW5QafOiR4_4qBdjwsXWBV1LqYLERpkAP9CXVNKTFnD8dgbwvTH9oM8_qt-ZIwSQwssiJHnp5F6gy8KJkjMxgjGSZLrAjdnT0qgKjKpxGZEoSPYSoE64qWxhfJPR2SChPwTPSOLbGt3qRO1KeZxDi1JYPawH68Wd56VCg0jkLBZNEGqpP8k9Cxf7G64b0-C642z8csp_;;;COMUNITÀ/ EFFETTI SOCIALI→Attenzione/compassione per le vittime;
P-1693-ES-0A5D;1693 Sicily Earthquake;Sestini, Domenico;;;Lettere / del signor abate Domenico Sestini scritte dalla Sicilia e dalla Turchia a / diversi suoi amici in Toscana. Tomo primo;Cambiagi, Gaetano;Per Gaetano Cambiagi Stamp. Duc.;Florence;Text on the urban planning consequences of earthquakes and eruptions in Sicily;;1779;Italian;Prose;;Biblioteca Nazionale Centrale di Firenze π² A-I¹² K⁴;https://books.googleusercontent.com/books/content?req=AKW5QadcGMRaJVJQFBQ2h0CoaUMRJ837XSD4mMK6hODFqzmciKg9kvMyO7ZKXhGDXjRclwIOS2tko8Qih9C6VH-xnryf1Y7nbGxDJ5NiGKpSvt7930doR8JJNm9xdtgQ1OSKbN6XacBuxFTj_-afS5XAgVDfAHRmmDobLd-OfVB2UzmWSJz-7Iea1NoHwPhvrXNZtZhBp;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
P-1693-ES-0A5E;1693 Sicily Earthquake;de Vio, Ignazio;;;L’Emporio / delle Glorie Palermitane o vero il compendio di molti pregi della Città di / Palemro consecrato a S. Rosalia Vergine Palermitana nella solennità di quest’Anno / MDCCIV;Cortese, Domenico;Nella Stamperia di Domenico Cortese;Palermo;Re-enactment of the expenses incurred by the authorities for the thanksgiving to the Virgin and Santa Rosalia.;;1704;Italian;Prose;;Wien, Osterreichische Nationalbibliothek BE 7 R 37;https://books.googleusercontent.com/books/content?req=AKW5QafFqYSLl4P0LEhIpQERHP83wCdoty2XcTf_bET85nLH8cRORRFnPJ5KQqnBDBz360KNDUj6aIWqRUu5OQIZ_q3HjN0Ji-Op_4o1LZUiYG0ju20A1HLRfoDXHRslx4vF7lD5eC9__viNWz5jmxz-GNcDxJXfl3FSDv9V3BiYT6FfrBDo5IBbk3gfr0v7L-uBFc776;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
P-1693-ES-0A60;1693 Sicily Earthquake;Battaglini, Marco;;;"Annali / del sacerdozio, e dell’imperio di Monsignor Marco Battaglini vescovo di Nocera, / &amp;c. Tomo Quarto che contiene gli Avvenimenti dal / Decimoquarto al Decimoquinto Giubileo";Poletti, Andrea;Presso Andrea Poletti;Venice;The text recalls the measures adopted by Pope Innocent XII against the earthquake in Sicily in 1693.;;1711;Italian;Prose;;Lyon, Bibliothèque jésuite des Fontaines H 130/4;https://books.googleusercontent.com/books/content?req=AKW5Qac-iLOEELTH5-LDX2XuacAjte-GojW9yyOAHD-sXtY_c0Cc58a5AZPrFy0tC8Ohpqv3dTalN2f-B2XHFe9C0JSJV1ARHa5VJ8cBCHad4teKzZDtfI2NU9UsVkDvxyI9vz9ypLfEveemZvBQqP49G3Bw0eiPM3Z9usuzreZvSPRO9Tn_jS7PLP1kQlCIrGo0KrqyT;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
P-1693-ES-0A70;1693 Sicily Earthquake;;;;;;;;;;;;;;;;;;;
P-1693-ES-0A71;1693 Sicily Earthquake;Merati, Giuseppe;"Dedicata / all'Eccellentiffima Signora DONNA MARGARITA CASTELLI, E COLONNA Principessa di / Castelferrato, Marchesa Capizzi, &amp;c.";Colonna Castelli, Margherita;Vita / del Servo di Dio monsignor D. Bartolommeo Castelli palermitano della Congregazione / Teatina vescovo di Mazara scritta dal P. D. Giuseppe Merati cherico regolare / teatino;Lazzaroni, Giammaria;Appresso / Giammaria Lazzaroni;Venice;The text recalls the piety held by Monsignor Bartolommeo Castelli during the natural disasters that struck Sicily.;;1738;Italian;Prose;;Turin, Biblioteca Nazionale Universitaria π⁴ *⁴ A-3H⁴ 3I⁶;https://books.googleusercontent.com/books/content?req=AKW5QaeBsFVsYX9f12YiP4YdmH4ytOspBhmF4Ya5OdyVMNXvgEg-rxrh7n9dHQiesnKE1NUh_J19Lyi_PN6Qtx6ZzQw8OQHw_3QO7EXqVX0-y0xdAYgXS2dGF-RpDlCMp_LAy8y3IMz-9sF4kZSLTT9y_cChZlz1a9uZLAsFx3HZ3RNoPunv52QEKRz8G_1QQ7UvTTbcR;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
