Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
M-1605-BA-085A;1605 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat;;;1605;Barcelona;;;The great storms that have fallen on Barcelona have caused great flooding. All the silos in the city have been flooded and all the stored wheat has become wet and rotten.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110053/3018552111111.pdf;;
M-1605-BA-085B;1605 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-114, f. 296v;Consell de Cent;;1605;Barcelona;;;The great storms that have fallen on Barcelona have caused great flooding. All the silos in the city have been flooded and all the stored wheat has become wet and rotten.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110053/3018552111111.pdf;;
M-1605-BA-085C;1605 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-115, f. 50v;Consell de Cent;;1606;Barcelona;;;The medical doctors elected by the Consell de Cent decide to burn the wet and rotten cereal in the silos to prevent the spread of diseases.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110056/3018554111111.pdf;;
M-1606-MO-065F;1606 Momotombo Eruption;Vatican City, Biblioteca Apostolica Vaticana, Barb. Lat. 3584;Vázquez de Espinosa, Antonio;;1628;;;;On p. 238 from the manuscript's version published in 1948 it is said that the Eruption and the subsequent Earthquake were a punishment for the murder of the bishop by the governor of León, Rodrigo de Contreras. The catastrophe  led to the relocation of the city of Leon, which had been witnessed the sacrilege committed against the bishop. On p. 475, Vázquez de Espinosa refers natural causes for the disaster: the volcan's presence in Nicaragua explained the Earthquake.;Spanish;;"1575 Valdivia Earthquake;1582 Arequipa Earthquake;1586 Lima Earthquake;1600 Huaynaputina Eruption;1619 Trujillo Earthquake";https://repository.si.edu/handle/10088/23742;INTERPRETAZIONE→Osservazioni empiriche;
M-1607-BA-089C;1607 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-116, ff. 173r-174r;Consell de Cent;;1607;Barcelona;;;The Consell de Cent orders the repair of the portals of Àngel and Junqueres and the pipes in the north of the city due to the great storms that fell by Our Lady of August.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110058/3018556111111.pdf;;
M-1607-BA-089D;1607 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-116, f. 176r and 191v;Consell de Cent;;1607;Barcelona;;;The Consell de Cent orders to pay the miller of Ripollet because he has ground the wheat of the city because the mills of the city have been made impossible by the great storms of Our Lady of August.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110058/3018556111111.pdf;;
M-1607-BA-089E;1607 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-116, ff. 212r and 220r;Consell de Cent;Consell de Cent;1607;Barcelona;;;The Consell de Cent wants to divert the bed of the Llobregat River because the avenues endanger the watchtowers of the city.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110058/3018556111111.pdf;;
M-1607-BA-089F;1607 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-116, f. 213v;Consell de Cent;;1607;Barcelona;;;The Consell de Cent orders to repair the portals of Sant Antoni, Àngel and Junqueres, and to clean the moat of the city badly damaged by the storms of Our Lady of August.;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110058/3018556111111.pdf;;
M-1608-SE-07B1;1608 Seville Flood;Seville, Biblioteca Capitular y Colombina, 59-1-5;Unknown;;;;;;Title: Avenida del río Guadalquivir en Sevilla año 1608;Spanish;;;;;
M-1609-LI-03A0;1609 Lima Earthquake;Seville, Archivo General de Indias, Lima, 301, Cartas y expedientes de arzobispos de Lima;Lobo Guerrero, Bartolomé (Archbishop of Lima);Consejo de Indias;1610;Lima;1612;Madrid;After describing his arrival and settling in Lima, the archbishop gives a brief description of the Earthquake and focuses on the damage to some of the churches and monasteries and asks for the sovereign's help in their reconstruction;Spanish;;;;;The bishop praises the conduct of the Viceroy and the Audiencia of Lima, while blaming the corregidores' actions and habits, especially towards the Indios
M-1609-LI-03A1;1609 Lima Earthquake;Seville, Archivo General de Indias, Lima, 95, Cartas y expedientes: Presidente y Oidores de la Audiencia;Cacho de Santillana, Cristóbal (Alcalde del crimen);Consejo de Indias;1610;Lima;;Madrid;As reconstruction is required after the Earthquake, the judge expresses some opinions on how houses and churches should be built, based on the experience of previous Earthquakes and inspired by some solutions of Inca architecture.;Spanish;;;;;
M-1609-LI-05FE;1609 Lima Earthquake;Madrid, Archivo Histórico Nacional, Inquisición, 4797, exp. 8;Lima inquisitors;Inquisitor General;1610;Lima;;Madrid;The report briefly mentions the damage suffered by Lima and describes in detail the damage caused to the Inquisition buildings, with an estimate of expenses;Spanish;;;;;
M-1609-LI-07ED;1609 Lima Earthquake;Paris, Bibliothèque Nationale de France, ms. Esp. 389;Mexía Fernangil, Diego;Borja y Aragón, Francisco de;;;;;Title: Égloga del Dios Pan al Sanctísimo Sacramento;Spanish;;;;;
M-1609-RO-03A2;1609 Rhodes Earthquake;Simancas, Archivo General de Simancas, Estado, 1434, f. 192;Vivas de Cañamás, Juan (Ambassador);Philip III;1609;Genoa;1609;Court;News on the Rhodes Earthquake;Spanish;;;;;Ottoman armada in Aegean Islands
M-1617-BA-0654;1617 Barcelona Flood;Barcelona, Archivo de la Corona de Aragón, Consejo de Aragón, Leg 359 s/n;Pahers of Lleida (Members of the municipality governement of Lleida);Philip III;1617;Lleida;;;;Catalan;;;;;
M-1619-TR-03A3;1619 Trujillo Earthquake;Seville, Archivo General de Indias, Panamá, 17, r. 3, n. 39;Audiencia of Panama;Philip III;1619;Panama;;Court;References to several disasters (Trujillo Earthquake);Spanish;;;;;
M-1619-TR-03A4;1619 Trujillo Earthquake;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Cabildo secular of Trujillo;Consejo de Indias;1620;Trujillo;;Madrid;The members of the Cabildo report the damages and casualties caused by the Earthquake and implore the sovereign to grant aid to rebuild the main buildings.;Spanish;;;;;
M-1619-TR-03A5;1619 Trujillo Earthquake;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Cabildo secular of Trujillo;Consejo de Indias;1627;Trujillo;;Madrid;The members of the Cabildo ask the sovereign to allow the city to levy a tax on certain commodities, in order to provide funding for the reconstruction;Spanish;M-1619-TR-03A6 / 1619 Trujillo Earthquake / The Procurator asks the viceroy to allow the city to levy a tax on certain commodities, in order to provide funding for the reconstruction (This document is a follow-up of);;;;
M-1619-TR-03A6;1619 Trujillo Earthquake;Seville, Archivo General de Indias, Lima, 111, Cartas y expedientes de varios cabildos seculares del distrito de la Audiencia de Lima;Herrera Salazar, Pedro de (Trujillo's Procurator);Fernández de Córdoba, Diego (Viceroy of Peru, Marquis of Guadalcázar);1620;Trujillo;;Peru;The Procurator asks the viceroy to allow the city to levy a tax on certain commodities, in order to provide funding for the reconstruction;Spanish;M-1619-TR-03A5 / 1619 Trujillo Earthquake / The members of the Cabildo ask the sovereign to allow the city to levy a tax on certain commodities, in order to provide funding for the reconstruction (This document is followed by);;;;
M-1619-TR-0660;1619 Trujillo Earthquake;Vatican City, Biblioteca Apostolica Vaticana, Barb. Lat. 3584;Vázquez de Espinosa, Antonio;;1628;;;;The author reports the destruction of Trujillo by the Earthquake in which 400 people are said to have died. The catastrophe was the work of God. The news of the disaster reached Lima 5 days later. The author was in Lima at the time (p. 365). However, on p. 474, Vázquez de Espinosa states that the information arrived 4 days later. The city had at that time asked the viceroy for help with the reconstruction.;Spanish;;"1575 Valdivia Earthquake;1582 Arequipa Earthquake;1586 Lima Earthquake;1600 Huaynaputina Eruption;1606 Momotombo Eruption";https://repository.si.edu/handle/10088/23742;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1619-TR-0850;1619 Trujillo Earthquake;Seville, Archivo General de Indias, LIMA, 96;Cacho de Santillana, Cristóbal;Philip IV;1619;Lima;;Madrid;Cacho de Santillana informs the king of the Earthquake, since the viceroy had decided to grant aid to the wretched of Trujillo. He specifies the damage suffered by the population (300 people died) and by the houses of the Spaniards and Indians. Those of the Indians were less affected because they were lighter. He affirms that the Earthquake was felt in Lima and that when it happened, from Trujillo the cabildo, the bishop and the corregidor Luis de Esquivel wrote to the authorities in Lima to give notice. News arrived on the 22nd. He praises the action of the said corregidor and requests a mercy for him. Likewise, Cacho de Santillana affirms that Trujillo requested to change the location of the city and Indians to facilitate its reconstruction. After a meeting of the Audiencia, Cacho de Santillana states that he met with the viceroy to tell him that in a similar event, Arequipa had been helped by granting it Indians and tax exemptions. The viceroy decided to grant Trujillo 10,000 ducats of which 4,000 were to be given as alms to the nuns. He refers to the letter he had already sent to the king in 1610 on the occasion of an Earthquake in Lima in which he warned of the need to remedy the Earthquakes by constructing low buildings and opening wells. But he assures us that the viceroys forget these suggestions when the danger has passed. He ends by referring to some prodigies that preceded the Earthquake.;Spanish;;1600 Huaynaputina Eruption;;;
M-1620-AE-0926;1620 Antisana Eruption;Madrid, Biblioteca de la Real Academia de la Historia, A/93, Col. Muñoz T. 66, Descripción y relación del estado eclesiastico del Obispado de S. Francisco de Quito;Rodríguez Ocampo, Diego ;Consejo de Indias;1650;Quito;;Madrid;In his description of the Chille Valley, the author recalls the Eruption of the Antisana volcano three decades earlier, mentioning its effects on the surrounding area, some of which are still visible. He also recalls that the Franciscan friar had predicted that Eruption and the destruction of that area. Finally, he argues that thanks to that Eruption the ordinary Earthquakes were calmed, also through the intercession of Saint Jerome;Spanish;;;;INTERPRETAZIONE→Segni premonitori;
M-1621-BA-08AA;1621 Barcelona Flood;Barcelona, Arxiu Històric de la Ciutat, Registre de Deliberacions, 1B. II-130, ff. 62-63;Consell de Cent;;1621;Barcelona;;;The Consell de Cent appoints four experts to evaluate the causes and solutions to avoid continuous flooding in the neighborhood of La Ribera, the poorest and located below sea level. ;Catalan;;;https://catalegarxiumunicipal.bcn.cat/ms-opac/image-file/byte?f=/opt/baratz/mediasearch/cache/raw/1/00000456/1110106/2026622111111.pdf;;
M-1626-CA-0716;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Notamentorum, fascio 92;Regia Camera della Sommaria;Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1626;Naples;;;Notification of the Camera della Sommaria regarding the request of the Università of Badolato, Girifalco, Chiaravalle and Arenoso for measures in consequence of the damage caused by the Earthquake of 4 April 1626.;Italian;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1626-CA-0717;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Notamentorum, fascio 92;Regia Camera della Sommaria;;1626;Naples;;;Notification of the Camera della Sommaria concerning the request of the Università of Girifalco for tax exemption following the damage caused by the Earthquake of 4 April 1626.;Latin;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1626-CA-0718;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Notamentorum, fascio 92;Regia Camera della Sommaria;;1626;Naples;;;Notification of the Camera della Sommaria concerning the request for verification of the damage caused to the tower of Badolato by the Earthquake of 4 April 1626.;Italian;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1626-CA-0719;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Notamentorum, fascio 92;Regia Camera della Sommaria;;1626;Naples;;;Notification of the Camera della Sommaria concerning the granting of a one-year tax exemption to the Università of Girifalco due to the damage caused by the Earthquake of 4 April 1626.;Italian;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1626-CA-071A;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Consultationum, vol.33;Regia Camera della Sommaria;;1626;Naples;;;Advice of the Camera della Sommaria regarding the request of the Università of Girifalco for tax exemption because of the damage caused by the Earthquake of 4 April 1626.;Italian;"M-1626-CA-071B / 1626 Calabria Earthquake / Petition of the Università of Girifalco for tax exemption because of the damage caused by the Earthquake of 4 April 1626. (This document includes); M-1626-CA-071C / 1626 Calabria Earthquake / Report of the provincial treasurer on the damage suffered by Grifalco as a consequence of the Earthquake of 4 April 1626. (This document includes)";;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1626-CA-071B;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Consultationum, vol.33;Blanditio, Vitaliano (Patron of the Treasury);Regia Camera della Sommaria;1626;Naples;;;Petition of the Università of Girifalco for tax exemption because of the damage caused by the Earthquake of 4 April 1626.;Italian;M-1626-CA-071A / 1626 Calabria Earthquake / Advice of the Camera della Sommaria regarding the request of the Università of Girifalco for tax exemption because of the damage caused by the Earthquake of 4 April 1626. (This document is included in);;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1626-CA-071C;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Consultationum, vol.33;Pant..no, Peso (Provincial Treasurer);Regia Camera della Sommaria;1626;Monteleone;;Naples;Report of the provincial treasurer on the damage suffered by Grifalco as a consequence of the Earthquake of 4 April 1626.;Italian;M-1626-CA-071A / 1626 Calabria Earthquake / Advice of the Camera della Sommaria regarding the request of the Università of Girifalco for tax exemption because of the damage caused by the Earthquake of 4 April 1626. (This document is included in);;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1626-CA-0721;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Notamentorum, fascio 95;Regia Camera della Sommaria;;1630;Naples;;;Notification of the Camera della Sommaria concerning the request of the Duchess of Girifalco for tax allocations on other Università of the Kingdom because of the tax exemption granted to her fief after the Earthquake of 1626.;Latin;;;;;
M-1626-CA-07C6;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Consiglio, Notamenti, vol. 8, ff. 32r-33r;Consiglio Collaterale;Regia Camera della Sommaria;1630;Naples;;;The Sommaria can make its consultation on the Earthquake.;Latin;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1626-CA-07C7;1626 Calabria Earthquake;Vatican City, Archivio Apostolico Vaticano, Sacra Congregatio Concilii, Relationes dioecesium, b.764 A, Squillacensis I, Relatio Status Diocesis Squillacensis;Fabrizio Sirleto (Bishop);Congregation for the Council;1628;Guardavalle;;Rome;The bell tower and cathedral of Squillace, damaged in the 1626 Earthquake, were restored with great expense by the bishop.;Latin;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1626-CA-07C8;1626 Calabria Earthquake;Vatican City, Archivio Apostolico Vaticano, Sacra Congregatio Concilii, Relationes dioecesium, b.764 A, Squillacensis I, Relatio Status Diocesis Squillacensi;Fabrizio Sirleto (Bishop of Squillace);Congregation for the Council;1632;Squillace;;Rome;The bishop of Squillace once again claims to have spent a large sum of money to restore the Squillace cathedral damaged in the 1626 Earthquake.;Latin;;;;RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica;
M-1626-CA-07C9;1626 Calabria Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, vol.25;Tramalli, Lorenzo (Uditore of Apostolic nunciature);Barberini, Antonio (Cardinal of Sant’Onofrio);1626;Naples;;Rome;From Catanzaro there are news of extensive damage caused by the Earthquake to the surrounding castles, some of which have been largely swallowed up by the chasms of the earth, ruining the inhabitants. ;Italian;;;;TOPOI DELLA NARRAZIONE→Rovine;
M-1626-CA-07CA;1626 Calabria Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Consiglio, Notamenti, vol. 13, f. 2r;Consiglio Collaterale;Udienza Provinciale;1628;Naples;;;The Udienza makes a report and Girifalco benefits from another year of suspension.;Italian;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1626-SE-07B2;1626 Seville Flood;Seville, Biblioteca Capitular y Colombina, 59-3-23 (24);Caro, Rodrigo;Quevedo, Francisco de;1626;Seville;;;Title: Relación de la inundación de Sevilla del año de 1626 del licenciado Rodrigo Caro a D. Francisco de Quevedo;Spanish;;;;;
M-1627-GA-03A7;1627 Gargano Earthquake;Madrid, Archivo Histórico Nacional, Universidades, Libro 1156, ff. 208r-211v;Unknown;;;;;;Handwritten Spanish translation of the printed newssheet 'Vera relatione del pietoso caso';Spanish;P-1627-GA-0049 / 1627 Gargano Earthquake / Vera relatione del pietoso caso successo nelle terre contenute della provincia di Puglia e Regno di Napoli, cioè del terremoto sentito in questo presente anno 1627. Cavata da relationi, come si giudica, autentiche, e vere, publicata per Gio. Orlandi, stampatore alla Pietà. Dedicata al molto illust. sig. il Signor Raffaele Ruccellai (This document is a translation of);;;;
M-1627-GA-03A8;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 12, f. 10v;Consiglio Collaterale;"Camera della Sommaria; Udienza Provinciale";1627;Naples;;Naples;Request for reports on the damage caused by the Earthquake.;Italian;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1627-GA-03A9;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 12, ff. 16v-17r;Consiglio Collaterale;Governor of Capitanata;1627;Naples;;Lucera;Request for detailed reports on the towns and villages affected by the Earthquake with the order to suspend taxation.;Spanish;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1627-GA-03AA;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Segreterie dei Viceré, viglietti originali, 18;Galatino, Brenzio (Bishop of Pozzuoli);Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Pozzuoli;;Naples;Letter of receipt about the devotions to do in favor of the damaged towns and villages;Spanish;;;;;
M-1627-GA-03AB;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Segreterie dei Viceré, viglietti originali, 18;De Marino, Ascanio (Episcopal actuary of Sarno);Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Sarno;;Naples;Letter of receipt about the devotions to do in favor of the damaged towns and villages;Italian;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
M-1627-GA-03AC;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Segreterie dei Viceré, viglietti originali, 18;Bernardino (Vicar of Scala);Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Scala;;Naples;Letter of receipt about the devotions to do in favor of the damaged towns and villages;Italian;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
M-1627-GA-03AD;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Segreterie dei Viceré, viglietti originali, 18;Corti, R. (General vicar of Amalfi);Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Amalfi;;Naples;Letter of receipt about the devotions to do in favor of the damaged towns and villages;Italian;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
M-1627-GA-03AE;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Segreterie dei Viceré, viglietti originali, 18;Frascano, Giuseppe Battista (Procurator of the archbishop of Lettere);Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Lettere;;Naples;Letter of receipt about the devotions to do in favor of the damaged towns and villages;Italian;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Invocazione alla divinità;
M-1627-GA-03AF;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Segreterie dei Viceré, viglietti originali, 18;Troiano, Giovanni (General vicar of Nusco);Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Nusco;;Naples;Letter of receipt about the devotions to do in favor of the damaged towns;Italian;;;;COMUNITÀ/ EFFETTI SOCIALI→Manifestazioni di devozione e pentimento;
M-1627-GA-03B0;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 12, f. 30r;Consiglio Collaterale;Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1627;Naples;;;Order for the execution of fiscal suspension for 10 years for the towns and villages of S. Severo, Torremaggiore, Serracapriola, S. Paolo and Apricena;Latin;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1627-GA-03B1;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 12, f. 56r;Consiglio Collaterale;Camera della Sommaria;1627;Naples;;Naples;Order of issueing a new Consulta (written advice);Spanish;;;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1627-GA-03B2;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Notamenti, 13, f. 2r;Consiglio Collaterale;Udienza of Girifalco;1628;Naples;;;Request for report about the damage caused in Girifalco and granting the extension of the tax exemption for another year;Spanish;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1627-GA-03B3;1627 Gargano Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Carte Reali, 40, f. 35r;Philip IV;Álvarez de Toledo, Antonio (Viceroy of Naples, duke of Alba);1634;Madrid;;Naples;Order of confirmation of fiscal suspension for San Severo;Italian;;;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1627-GA-03B4;1627 Gargano Earthquake;Madrid, Biblioteca de la Real Academia de la Historia, Colección Salazar y Castro, F-24, f. 150-152;Unknown;;1627;Naples;;;Handwritten report entitled 'Relación del gran terremoto que hubo en la provincia de la Capitana, en Nápoles, donde se asolaron algunas ciudades y otros muchos lugares, y pereció gran número de personas de toda suerte y calidad'. The report is complemented by the Spanish translation of a letter from Troia;Spanish;M-1627-GA-03B5 / 1627 Gargano Earthquake / This report is the translation of a Letter in Italian addressed to a unspecified 'Señor y Hermano' and is attached to a letter written in Naples;;;;
M-1627-GA-03B5;1627 Gargano Earthquake;Madrid, Biblioteca de la Real Academia de la Historia, Colección Salazar y Castro, F-24, f. 153-155;Unknown;Unknown;1627;Troia;;Naples;This report is the translation of a Letter in Italian addressed to a unspecified 'Señor y Hermano' and is attached to a letter written in Naples;Spanish;M-1627-GA-03B4 / 1627 Gargano Earthquake / Handwritten report entitled 'Relación del gran terremoto que hubo en la provincia de la Capitana, en Nápoles, donde se asolaron algunas ciudades y otros muchos lugares, y pereció gran número de personas de toda suerte y calidad'. The report is complemented by the Spanish translation of a letter from Troia;;;;
M-1627-GA-03B6;1627 Gargano Earthquake;Madrid, Biblioteca de la Real Academia de la Historia, Colección Salazar y Castro, N-54, f. 279;Unknown;Unknown;1694;Apulia;;Rome;Handwritten copy of a report (presumably in Italian) titled 'Relación, enviada al cardenal Antonio Gaetano, relatándole el terremoto ocurrido en Pulla (Sicilia)'. The sender describes the damages and casualties caused by the Earthquake in the main cities and towns of the Capitanata region;Spanish;;;;;
M-1627-GA-068F;1627 Gargano Earthquake;San Severo, Biblioteca Comunale di San Severo, Manoscritti, 10;Lucchino, Antonio;Unknown;1627;San Severo;;;Chronicle of the Earthquake that ruined the city of San Severo and the surrounding lands in 1627.;Italian;;;;INTERPRETAZIONE→Segni premonitori;"Digitalizzato integralmente l'edizione a stampa del 1930 e accessibile tramite il sito del SBN; manoscritto trascritto dal gruppo CFTI5Med e accessibile nel loro sito."
M-1627-GA-0691;1627 Gargano Earthquake;San Severo, Archivio della Parrocchia di S.Nicola di San Severo, Libro dei morti dal 1º luglio 1600 al 23 gennaio 1672 della parrocchia di San Nicola in San Severo;De Magris, Ferdinando;Unknown;1600;San Severo;;;Registering Earthquake victims in the parish of St. Nicholas of San Severo.;Italian;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
M-1627-GA-0692;1627 Gargano Earthquake;Serracapriola, Archivio della Parrocchia di Santa Maria in Sylvis di Serracapriola, fascio 4;Palumbo, Alessandro;Clero;1628;Serracapriola;;;Letter from the canon of the Santa Maria in Sylvis church to the clergy on the collapse of the house in which he lived due to the Earthquake of 1627.;Italian;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
M-1627-GA-0693;1627 Gargano Earthquake;Serracapriola, Archivio della Parrocchia di Santa Maria in Sylvis di Serracapriola, vol.1, Liber Mortuorum della parrocchia di Santa Maria in Sylvis di Serracapriola per gli anni 1600-1845, Nota sul terremoto del 30 luglio 1627;Unknown;Unknown;1627;Serracapriola;;;Record of deaths in Serracapriola due to Earthquake collapse.;Latin;;;;FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime;
M-1627-GA-0694;1627 Gargano Earthquake;Foggia, Archivio di Stato di Foggia, Dogana delle pecore, serie IV, fascio 195, fasc.7392;Regia Camera della Sommaria;Marchese di San Giuliano;1628;San Severo;;;Copy of the royal commission granting certain affected localities a ten-year immunity for the payment of debts and taxes.;Italian;M-1627-GA-0697 / 1627 Gargano Earthquake / The Regia Camera della Sommaria received a note with reports on the Earthquake in Apulia, in which it was asked to issue a Consulta (written advice) on the decision-making process. (This document is followed by);;;RISPOSTE ISTITUZIONALI→Sgravi fiscali;
M-1627-GA-0697;1627 Gargano Earthquake;Foggia, Archivio di Stato di Foggia, Dogana delle pecore, serie IV, fascio 195, fasc.7392;Barrile, Giovan Angelo;Regia Camera della Sommaria;1627;Naples;;Naples;The Regia Camera della Sommaria received a note with reports on the Earthquake in Apulia, in which it was asked to issue a Consulta (written advice) on the decision-making process.;Spanish;"M-1627-GA-0694 / 1627 Gargano Earthquake / Copy of the royal commission granting certain affected localities a ten-year immunity for the payment of debts and taxes. (This document is a follow-up of); M-1627-GA-0699 / 1627 Gargano Earthquake / Report on the Earthquake damage, institutional interventions and devotional responses of the population.  (This document has attachment(s)); M-1627-GA-069A / 1627 Gargano Earthquake / Report on the handling of the disaster by the population and local officials. (This document has attachment(s))";;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1627-GA-0699;1627 Gargano Earthquake;Foggia, Archivio di Stato di Foggia, Dogana delle pecore, serie IV, fascio 195, fasc.7392;Strambone, Giovanni Vincenzo (President of the Capitanata Regia Udienza);Barrile, Giovan Angelo;1627;Lucera;;Naples;Report on the Earthquake damage, institutional interventions and devotional responses of the population. ;Italian;"M-1627-GA-0697 / 1627 Gargano Earthquake / The Regia Camera della Sommaria received a note with reports on the Earthquake in Apulia, in which it was asked to issue a Consulta (written advice) on the decision-making process. (This document is attached to); M-1627-GA-069A / 1627 Gargano Earthquake / Report on the handling of the disaster by the population and local officials. (This document has attachment(s))";;;SENSORIALITÀ E MATERIALITÀ→Odori del disastro;
