Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
M-1688-SA-0456;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 104, f. 339;Muti Papazzurri, Giovanni (Nuncio in Naples);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Naples;;Rome;Actions to distribute money for the the needs of the Earthquake victims in the Kingdom of Naples;Italian;;;;;
M-1688-SA-0457;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 104, f. 416;Muti Papazzurri, Giovanni (Nuncio in Naples);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Naples;;Rome;First results of the renovation of the Chiesa del Gesù: resumption of religious ceremonies;Italian;;;;;
M-1688-SA-0458;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, ff. 122v-123;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Sorrow of the Pope for the Earthquake in Naples;Italian;;;;;Related documents: Dispatch from Naples 1688.06.05
M-1688-SA-0459;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, ff. 124-124v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Diplomatic initiative in Madrid for the abolition of the beneficiata. Approval of the suspension of the game in Naples.;Italian;;;;;Related documents: Dispatch from Naples 1688.06.12
M-1688-SA-045A;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, ff. 125-125v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Allocation of 50000 ducats for the the needs of the Earthquake victims in the Kingdom of Naples. Distribution of money entrusted to the nuncio,the archbishop of Naples and the inquisitor of Teano;Italian;;;;;
M-1688-SA-045B;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, f. 126v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Procedures to distribute 50000 ducats for the needs of the Earthquake victims;Italian;;;;;
M-1688-SA-045C;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, ff. 125-125v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Mission for the cancellation of the Atripalda fair;Italian;;;;;
M-1688-SA-045D;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, ff. 125-125v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Annex to the previous dispatch. Copy of the letter from the treasurer to the secretary of state requesting diplomatic intervention for the cancellation of the Atripalda fair;Italian;;;;;
M-1688-SA-045E;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, f. 133v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Sending of two letters from the treasurer to the secretary of state regarding Benevento;Italian;;;;;
M-1688-SA-045F;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, f. 134;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Copy of the letter from the treasurer to the secretary of state on the right of the inhabitants of Benevento to collect wood in the territories of the Kingdom of Naples;Italian;;;;;
M-1688-SA-0460;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, f. 135;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Copy of the letter from the treasurer to the secretary of state on the allocation of an additional sum of money for the needs of the Earthquake victims in Benevento;Italian;;;;;
M-1688-SA-0461;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Napoli, 340, ff. 157-157v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Muti Papazzurri, Giovanni (Nuncio in Naples);1688;Rome;;Naples;Approval of the election of Holy Michael the Archangel as a new patron saint of Naples;Italian;;;;;
M-1688-SA-0462;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 167, f. 461;Durazzo, Marcello (Nuncio in Madrid, cardinal);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Madrid;;Rome;Sorrow of the Madrid court for the Earthquake in the Kingdom of Naples. Commitment of the nuncio to the abolition of the beneficiata;Italian;M-1687-LI-043E / 1687 Lima Earthquake / Avvisi, some of these regarding the first news on the Earthquake in Lima (1687). These news are considered unreliable (This document has attachment(s));;;;
M-1688-SA-0463;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 167, f. 484;Durazzo, Marcello (Nuncio in Madrid, cardinal);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Madrid;;Rome;Good news on the abolition of the beneficiata;Italian;"M-1688-SA-0464 / 1688 Sannio Earthquake / Avvisi, some of these on religious events ordered by King Charles II to appease the divine wrath (This document has attachment(s)); M-1688-SA-0465 / 1688 Sannio Earthquake / Avvisi, some of these on religious events ordered by King Charles II to appease the divine wrath (This document has attachment(s))";;;;
M-1688-SA-0464;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 167, f. 491;Durazzo, Marcello (Nuncio in Madrid, cardinal);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Madrid;;Rome;Avvisi, some of these on religious events ordered by King Charles II to appease the divine wrath;Italian;M-1688-SA-0463 / 1688 Sannio Earthquake / Good news on the abolition of the beneficiata (This document is attached to);;;;
M-1688-SA-0465;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 167, f. 492;Durazzo, Marcello (Nuncio in Madrid, cardinal);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Madrid;;Rome;Avvisi, some of these on religious events ordered by King Charles II to appease the divine wrath;Italian;"M-1688-SA-0463 / 1688 Sannio Earthquake / Good news on the abolition of the beneficiata (This document is attached to); M-1688-SA-0467 / 1688 Sannio Earthquake / Copy of a note from the marquis of Astorga to cardinal Durazzo: abolition of the beneficiata; attention to the prerogatives of the Church (This document has attachment(s))";;;;
M-1688-SA-0466;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 167, f. 532;Durazzo, Marcello (Nuncio in Madrid, cardinal);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Madrid;;Rome;Sending of a copy of a note from the marquis of Astorga to cardinal Durazzo;Italian;;;;;
M-1688-SA-0467;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 167, f. 533;Durazzo, Marcello (Nuncio in Madrid, cardinal);Cybo-Malaspina, Alderano (Secretary of State, cardinal);1688;Madrid;;Rome;"Copy of a note from the marquis of Astorga to cardinal Durazzo: abolition of the beneficiata; attention to the prerogatives of the Church";Italian;"M-1688-SA-0465 / 1688 Sannio Earthquake / Avvisi, some of these on religious events ordered by King Charles II to appease the divine wrath (This document is attached to); M-1688-SA-046E / 1688 Sannio Earthquake / Satisfaction of the pope for the abolition of the beneficiata. Divine wrath for the violation of the prerogatives of the church in the Hispanic Monarchy: natural disasters, riots, pirate attacks (This document is followed by)";;;;
M-1688-SA-0468;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, ff. 343v-344v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;Divine wrath for the violation of the prerogatives of the church in the Hispanic Monarchy: natural disasters, riots, pirate attacks. Request to abolish the 'Monarchia di Sicilia';Italian;;;;;
M-1688-SA-0469;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, ff. 344v-346;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;News on the Earthquake in Naples. Link between divine wrath and the beneficiata. Request to exert diplomatic pressure for the abolition of the game;Italian;;;;;
M-1688-SA-046A;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, f. 357;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;News on the allocation of 50000 ducats for the needs of Earthquake victims in the Kingdom of Naples;Italian;;;;;
M-1688-SA-046B;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, ff. 366-367;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;Link between divine wrath and the beneficiata: suspension by the viceroy and the Consiglio collaterale. Request to continue diplomatic pressure for the abolition of the game;Italian;;;;;
M-1688-SA-046C;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, ff. 372-373;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;"Satisfaction of the pope: imminent abolition of the beneficiata; appreciation by King Charles II of the allocation of 50000 ducats for the needs of Earthquake victims in the Kingdom of Naples";Italian;;;;;
M-1688-SA-046D;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, ff. 382v-383v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;Divine wrath for the violation of the prerogatives of the church in the Hispanic Monarchy: natural disasters, riots, pirate attacks;Italian;;1687 Lima Earthquake;;;
M-1688-SA-046E;1688 Sannio Earthquake;Vatican City, Archivio Apostolico Vaticano, Segreteria di Stato, Spagna, 357, ff. 391-391v;Cybo-Malaspina, Alderano (Secretary of State, cardinal);Durazzo, Marcello (Nuncio in Madrid, cardinal);1688;Rome;;Madrid;Satisfaction of the pope for the abolition of the beneficiata. Divine wrath for the violation of the prerogatives of the church in the Hispanic Monarchy: natural disasters, riots, pirate attacks;Italian;"M-1688-SA-0467 / 1688 Sannio Earthquake / Copy of a note from the marquis of Astorga to cardinal Durazzo: abolition of the beneficiata; attention to the prerogatives of the Church (This document is a follow-up of)";1687 Lima Earthquake;;;
M-1688-SA-046F;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Risoluzioni e proposte, 52, ff. 182r-183v;Consiglio Collaterale;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;;Resolution on the necessary measures to be adopted in Naples (visit to prisoners, suspension of the beneficiada, burial, recognition of damages);Spanish;;;;;
M-1688-SA-0470;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Risoluzioni e proposte, 52, ff. 193r- 195r;Consiglio Collaterale;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;;Resolution on the need to issue ban to regulate the price of building materials;Spanish;;;;;
M-1688-SA-0471;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 562;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;;Order to visit prisoners and to practice devotional devotions;Latin;;;;;
M-1688-SA-0472;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 566;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;;Order of suspension of works until Corpus Domini;Italian;;;;;
M-1688-SA-0473;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 592;Fiscal agent of Contado di Molise;Camera della Sommaria;1688;Molise;;Naples;Reading of the report on the damages of the Contado di Molise;Italian;;;;;
M-1688-SA-0474;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 600;Rojo Torres, Vicenzo de (Fiscal agent of Capitanata);Camera della Sommaria;1688;Capitanata;;Naples;The fiscal agent sent his report on Capitanata;Italian;;;;;
M-1688-SA-0475;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 614;Monastry of Carmine;Camera della Sommaria;1688;Naples;;Naples;Notes on the damage caused by the Earthquake;Italian;;;;;
M-1688-SA-0476;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 615;Natale, Antonio de;Camera della Sommaria;1688;Naples;;Naples;Report on the damages in Castel Nuovo;Italian;;;;;
M-1688-SA-0477;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 626;Spolese, Giovanni (Fiscal agent of Terra di Lavoro);Camera della Sommaria;1688;Terra di Lavoro;;Naples;Discussion on the report from Terra di Lavoro;Italian;;;;;
M-1688-SA-0478;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 626;Marquis of Sant'Eramo;Camera della Sommaria;1688;;;Naples;Report on the damage to the real Cavallerizza of Naples;Italian;;;;;
M-1688-SA-0479;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 637;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Order of making tribunal meetings in the Regi Studi palace;Italian;;;;;
M-1688-SA-047A;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 641;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Information on the payment of soldiers in Cerreto by the Duke of Maddaloni;Italian;;;;;
M-1688-SA-047B;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 648;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);Camera della Sommaria;1688;Naples;;Naples;Order to produce a copy of the reports made by the tax agents on the damages suffered by the provinces;Italian;;;;;
M-1688-SA-047C;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 655;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;The castel of Baia needs reparations;Italian;;;;;
M-1688-SA-047D;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 661;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;The towns and villages of Colle, Reino and Circello are suffering from the abuses of fiscal agents;Italian;;;;;
M-1688-SA-047E;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 685;Fiscal agent of the Kingdom;Camera della Sommaria;1688;;;;Discussion about the reports arrived from the provinces of Principato Ultra, Citra, Capitanata and Contado di Molise;Italian;;;;;
M-1688-SA-0480;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 715;Uditore of Capitanata;Camera della Sommaria;1688;Lucera;;Naples;Receipt of damage report;Italian;;;;;
M-1688-SA-0481;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 726;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Injuction to make a survey of damages in Terra di Lavoro;Italian;;;;;
M-1688-SA-0482;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 752;Camera della Sommaria;Consiglio Collaterale;1688;Naples;;Naples;Report of damages in the Provinces;Italian;;;;;
M-1688-SA-0483;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 753;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Discussion on the damages in the Carmine tower;Italian;;;;;
M-1688-SA-0484;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 758;Camera della Sommaria;Salzano, Aniello (Carpenter);1688;Naples;;Naples;Payment order for the work done in the Regi Studi (i.e. University) building;Italian;;;;;
M-1688-SA-0485;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 760;Maggiordomo Reale;Camera della Sommaria;1688;Naples;;Naples;Report about expenses in the royal palace;Italian;;;;;
M-1688-SA-0486;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 768;Camera della Sommaria;Unknown;1688;Naples;;Naples;Classification of the damaged towns and villages in four degree of riun intensity;Italian;;;;;
M-1688-SA-0487;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 778;Università of Benevento;Unknown;1688;Benevento;;Naples;Request for the permission to do lime into the Kingdom;Italian;;;;;
M-1688-SA-0488;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 784;Camera della Sommaria;Unknown;1688;Naples;;Naples;Information about the affected areas and thier degree of damage;Italian;;;;;
M-1688-SA-0489;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 786;Camera della Sommaria;Unknown;1688;Naples;;Naples;The courts meet in the lieutenant's house;Italian;;;;;
M-1688-SA-048A;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 808;Covino, Domenico;Camera della Sommaria;1688;Naples;;Naples;Offer to repair the Vicaria building;Italian;;;;;
M-1688-SA-048B;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 810;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;The courts meet in the Regi Studi (i.e. University) building;Italian;;;;;
M-1688-SA-048D;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 824;"Università of Piedimonte d'Alife; Università of Roccamonfina; Università of Sora; Università of Sessa";Camera della Sommaria;1688;Piedimonte;;Naples;Request for suspension of taxes;Italian;;;;;
M-1688-SA-048E;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 825;"Università of Montefusco; Università of Salerno";Camera della Sommaria;1688;Montefusco;;Naples;Reports about the damages;Italian;;;;;
M-1688-SA-048F;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 838;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Need to repare the Udienza building of Montefusco;Italian;;;;;
M-1688-SA-0490;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 845;Carmine Monastery;Regia Camera della Sommaria;1688;Naples;;Naples;Report on the damage caused by the Earthquake;Italian;;;;;
M-1688-SA-0491;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 851;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Information about illegal construction of houses;Italian;;;;;
M-1688-SA-0492;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 864;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Discussion about damages in Principato Ultra and Salerno;Italian;;;;;
M-1688-SA-0493;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 876;Camera della Sommaria;Fiscal agent of Terra di Lavoro;1688;Naples;;Naples;Injunction on the regular collection of taxes;Italian;;;;;
M-1688-SA-0495;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 888;Camera della Sommaria;Soldiers of Cerreto;1688;Naples;;Cerreto;Order of payment for the soldiers in Cerreto;Italian;;;;;
M-1688-SA-0496;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 891;Camera della Sommaria;Carmine Monastery;1688;Naples;;Naples;Order of payment of 1000 ducati to repair the monastery;Italian;;;;;
M-1688-SA-0497;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 897;Capolluto, Luzio;Camera della Sommaria;1688;Naples;;Naples;Request for permission to restart renovations on his home;Italian;;;;;
M-1688-SA-0498;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 966;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Discussion about the need of repair Castel Nuovo;Italian;;;;;
M-1688-SA-0499;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 994;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Consulta (written advice) on the damages in Castel Nuovo;Italian;;;;;
M-1688-SA-049A;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f.996;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Order of nomination of staff members to help the delegates;Italian;;;;;
M-1688-SA-049B;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 1011;Camera della Sommaria;Fiscal agents of Sora;1688;Naples;;Sora;Order of tax collection;Italian;;;;;
M-1688-SA-049C;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, ff. 1018-19;Camera della Sommaria;Fiscal agent of Contado di Molise;1688;Naples;;Lucera;Order of tax collection from Morcone and the prince of Forino;Italian;;;;;
M-1688-SA-049D;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f.1036;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Need of repair the Vicaria building;Italian;;;;;
M-1688-SA-049E;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 1044;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Order for the delegates of reporting about the damages;Italian;;;;;
M-1688-SA-049F;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 1113;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Order of repairing the Regi Studi (i.e. University) building;Italian;;;;;
M-1688-SA-04A0;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 1136;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;;Order of tax suspension;Italian;;;;;
M-1688-SA-04A1;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Notamentorum, 133, f. 1153;Camera della Sommaria;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);1688;Naples;;Naples;Discussion about reports on repair of Vicaria palace;Italian;;;;;
M-1688-SA-04A2;1688 Sannio Earthquake;Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Curiae, 153, ff. 49r-49v;Consiglio Collaterale;"Fiscal agent of Contado di Molise; Fiscal agent of Principato Ultra; fiscal agent of Principato Citra; Fiscal agent of Terra di Lavoro; fiscal agent of Capitanata; Commissario of Campagna";1688;Naples;;Lucera;Injunction to make detailed reports on dameges and to suspend tax collection until further notice;Italian;;;;;
M-1688-SA-04A3;1688 Sannio Earthquake;Simancas, Archivo General de Simancas, Secretarías Provinciales, Nápoles, legajo 56, s.f.;Benavides, Francisco de (Viceroy of Naples, count of Santisteban);Charles II;1688;Naples;;Madrid;Report on damages in the Kingdom and city of Naples, with details on damages in churches and palaces, as well as a translated report of the miracle involving the Bishop of Benevento Orsini.;Spanish;M-1688-SA-04A4 / 1688 Sannio Earthquake / Advice from the Consejo de Italia on the letter from the Viceroy of Naples, Count of Santisteban, dated 11 June, on how the Viceroy governed the situation in Naples and the Kingdom after the Earthquake of 5 June 1688. (This document is attached to);;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;
M-1688-SA-04A4;1688 Sannio Earthquake;Simancas, Archivo General de Simancas, Secretarias Provinciales, 56, s.f.;Consejo de Italia;Charles II;1688;Madrid;;Madrid;Advice from the Consejo de Italia on the letter from the Viceroy of Naples, Count of Santisteban, dated 11 June, on how the Viceroy governed the situation in Naples and the Kingdom after the Earthquake of 5 June 1688.;Spanish;"M-1688-SA-04A3 / 1688 Sannio Earthquake / Report on damages in the Kingdom and city of Naples, with details on damages in churches and palaces, as well as a translated report of the miracle involving the Bishop of Benevento Orsini. (This document has attachment(s)); M-1688-SA-0870 / 1688 Sannio Earthquake / Letter from the Viceroy of Naples, Count of Santisteban, dated 11 June 1688 on the damage caused in Naples and the Kingdom by the Earthquake of 5 June 1688. (This document mentions); M-1688-SA-0873 / 1688 Sannio Earthquake / Resolution of the Consejo de Estado, which examined the advice of the Consejo de Italia formulated on the basis of letters from Viceroy Santiesteban, the Apostolic Nuncio and the Spanish Ambassador in Rome. The resolution put an end to and prohibited the game of 'Beneficiata'. (This document is mentioned in)";;;RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro;1688.07.12, Charles II orders to publish the decisions. Viceroy's letter - 1688.06.11
M-1688-SA-04A5;1688 Sannio Earthquake;Simancas, Archivo General de Simancas, Secretarias Provinciales, 56, s.f.;Consejo de Italia;Charles II;1688;Madrid;;Madrid;Advice from the Consejo de Italia on the letter from the Viceroy of Naples, Count of Santisteban, dated 25 June, informing that, as the Earthquake had been repeated a few times in a mild form and without new damage, many people preferred to be transported by the predictions that announced the fatality of the city. The Viceroy is aware of everything and does not cease to prevent it, but rather approves of such care.;Spanish;;;;INTERPRETAZIONE→Segni premonitori;1688.07.28, Charles II orders to publish the decisions. Viceroy's letter - 1688.06.25
