Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
_M-1660-VE-067D_;_1660 Vesuvius Eruption_;_Archivo General de Simancas, Secretarías de Estado, Nápoles, legajo 3283, fol. 155_;_Consejo de Italia_;_Philip IV_;_1660-10-30_;_Madrid_;__;_[Madrid]_;_The Council of Italy endorses the Viceroy's measures and approves his conduct_;_Spanish_;_M-1660-VE-067B / 1660 Vesuvius Eruption / The viceroy reportes that the eruption has ceased on 25 July and that the greatest damage have occurred in the villages near the volcano. He has sent the Judge Felix de Ulloa to assess the damages in order to give aid and relief accordingly. (This document is a follow-up of)_;__;__;__;__
_M-1660-VE-067F_;_1660 Vesuvius Eruption_;_Archivo General de Simancas, Secretarías Provinciales, Nápoles, legajo 30, fol. 135_;_Consejo de Italia_;_Philip IV_;_1660-08-08_;_Madrid_;__;_[Madrid]_;_In this written advice, after briefly summarising the Jesuit Zupo's report, the Council states that since this event, although natural, is beyond human strength, there is nothing to be said for it but to commend it to God. _;_Spanish_;_M-1660-VE-0679 / 1660 Vesuvius Eruption / The viceroy describes the different stages of the eruption, which began on 3 July, the fear that gripped the population, especially because of the memory of the 1631 eruption, and the processions and expressions of repentance; finally, he assures that the city did not suffer any serious damage, while listing the damage suffered by the towns on the slopes of the volcano (This document mentions)_;__;__;_INTERPRETAZIONE→Punizione per i peccati degli uomini_;__
_M-1661-MA-054D_;_1661 Malaga Flood_;_Madrid, Biblioteca de la Real Academia de la Historia, H. 59-60 [i.e. 2 h.] Olim: T.173 -- Colección Jesuitas, 9/3746(13)_;_Unknown_;_Unknown_;_[1661-10] Date inferred from the text, in h. 60r: _Puede imprimirse. Madrid y octubre de 1661__;__;__;_Madrid_;_Report on the flooding of the city of Malaga on September 22nd of 1661 [manuscript version]_;_Spanish_;_P-1661-MA-014C / 1661 Malaga Flood / Relación verdadera, donde se da cuenta de la inundación de la ciudad de Málaga el dia 22 de septiembre deste años de 1661 (The content of this document is translated in)_;__;__;__;__
_M-1661-MA-0550_;_1661 Malaga Flood_;_Madrid, Biblioteca Nacional de España, MSS. 9397 (ff. 30-31)_;_Queipo de Llano y Valdés, Álvaro_;_Felipe IV_;_1661-09-22_;_Malaga_;__;_Madrid_;_Handwritten letter containing some coincise news about the event, the damages and the victims in a dramatic tone_;__;__;__;_http://bdh-rd.bne.es/viewer.vm?id=0000100274&page=1_;__;__
_M-1661-MA-0551_;_1661 Malaga Flood_;_Madrid, Biblioteca Nacional de España, MSS. 9397 (ff. 32-35)_;_Piñahermosa, Antonio de_;_Felipe IV_;_1661-09-27_;_Malaga_;__;_Madrid_;_Handwritten letter containing some coincise news which describes in great detail the damages caused by the floods in Malaga, as well as the solutions that have been proposed to help the population. In addition, it emphasizes the fact that this disaster could have been avoided since it was not the first time that Malaga suffered a similar disaster._;_Spanish_;__;__;_http://bdh-rd.bne.es/viewer.vm?id=0000100274&page=1_;__;__
_M-1661-MA-0552_;_1661 Malaga Flood_;_Madrid, Biblioteca Nacional de España, MSS. 9397 (f. 36)_;_Unknown_;_Unknown_;__;_Unknown_;__;_Unknown_;_Report of what happened in the city of Malaga_;_Spanish_;__;__;_http://bdh-rd.bne.es/viewer.vm?id=0000100274&page=1_;__;__
_M-1662-QU-0402_;_1662 Quito Earthquake_;_Seville, Archivo General de Indias, Quito, 210, L. 4, ff. 17r-17v_;_Philip IV_;_Audiencia of Quito_;_1664-07-10_;_Madrid_;__;_Quito_;_The King refers the reception of the letter of 20 August 1662 sent by the Royal Audiencia of Quito. In it, the king was informed of the rogations that had been held to placate the divine wrath caused by an earthquake on 1 January of the same year. In the ceremonies, everyone had acknowledged the Virgin as intercessor. The earthquake had ruined temples and houses and caused the loss of cattle and the sterility of the land. The king recommended that the rogations be continued, that public sins be avoided, and that justice be administered equally and righteously. The letter of 1662 took up the contents of the letter sent by the Royal Audiencia on 4 November 1660, in which they reported the eruption of a volcano located three leagues from Quito, most probably Pichincha._;_Spanish_;__;_1662 Quito Earthquake_;_http://pares.mcu.es/ParesBusquedas20/catalogo/show/407661?nm_;__;__
_M-1667-RA-0403_;_1667 Ragusa Earthquake_;_Barcelona, Archivo de la Corona de Aragón, Consejo de Aragón, 46, n. 11-41_;_Consejo de Aragón_;_Unknown_;_1667-11-09_;_Madrid_;__;__;_Debate about the Ragusan requests_;_Spanish_;__;__;__;__;_News on earthquake_
_M-1669-ET-0404_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, f. 246v_;_Fernández de La Cueva, Francisco_;_Tribunale del Real Patrimonio_;_1669-03-06_;_Palermo_;__;_Palermo_;_Communication about the earthquakes and volcanic activity occurring in eastern Sicily_;_Spanish_;__;__;__;__;__
_M-1669-ET-0405_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 26v_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-03-15_;_Palermo_;__;_Catania_;_Dispatch about the need to start processions and public prayers for the eruption to stop_;_Spanish_;__;__;__;__;__
_M-1669-ET-0406_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93,  f. 29r_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-03-22_;_Catania_;__;_Palermo_;_Dispatch about the concession of the sums destined to shelter the defensive ramparts for the emergency_;_Spanish_;__;__;__;__;__
_M-1669-ET-0407_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 29r_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-03-22_;_Palermo_;__;_Catania_;_Concession granted by the Real Estate Tribunal to use the sums allocated for the shelter of the defensive bastions for the emergency_;_Spanish_;__;__;__;__;__
_M-1669-ET-0408_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 29r-v_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-03-22_;_Palermo_;__;_Catania_;_Dispatch containing the order to continue the processions and prayers_;_Spanish_;__;__;__;__;__
_M-1669-ET-0409_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 30v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-03-26_;_Palermo_;__;_Catania_;_Injunction to continue the processions_;_Spanish_;__;__;__;__;__
_M-1669-ET-040A_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 31v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-03-26_;_Palermo_;__;_Catania_;_Appreciation letter for the measures adopted so far by the municipal institution_;_Spanish_;__;__;__;__;__
_M-1669-ET-040B_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 32r_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-03-26_;_Palermo_;__;_Catania_;_Injunction to continue the processions_;_Spanish_;__;__;__;__;__
_M-1669-ET-040C_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 34r_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-04-06_;_Palermo_;__;_Catania_;_The reception of information about the progress of the lava towards the city of Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-040D_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, 34r-v_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-04-06_;_Palermo_;__;_Catania_;_The reception of information about the progress of the lava towards the city of Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-040E_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, ff. 249r- 250v_;_Fernández de La Cueva, Francisco_;_Tribunal del Real Patrimonio_;_1669-04-06_;_Palermo_;__;_Palermo_;_Letter relating to the need to appoint a vicar general and to suspend the gabelles in state-owned towns and villages_;_Spanish_;__;__;__;__;__
_M-1669-ET-040F_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 35r-v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-04-07_;_Palermo_;__;_Catania_;_The reception of information concerning the proximity of the lava to the city of Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-0410_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 34v-35r_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-04-07_;_Palermo_;__;_Catania_;_The reception of information concerning the proximity of the lava to the city of Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-0411_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, ff. 250v- 251r_;_Fernández de La Cueva, Francisco_;_Tribunal del Real Patrimonio_;_1669-04-08_;_Palermo_;__;_Palermo_;_Letter informing on the appointment of the prince of Campofranco as general vicar_;_Spanish_;__;__;__;__;__
_M-1669-ET-0412_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 35v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-04-09_;_Palermo_;__;_Catania_;_Letter informing on the appointment of the prince of Campofranco as general vicar_;_Spanish_;__;__;__;__;__
_M-1669-ET-0413_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 36r-v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-04-14_;_Palermo_;__;_Catania_;_Letter announcing the departure of the prince of Campofranco for Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-0414_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 36v_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-04-14_;_Palermo_;__;_Catania_;_Letter announcing the departure of the prince of Campofranco to Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-0415_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 36r-v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-04-19_;_Palermo_;__;_Catania_;_The reception of information about the progress of the lava towards the city of Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-0416_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 38r-v_;_Fernández de La Cueva, Francisco_;_Senato of Catania_;_1669-04-21_;_Palermo_;__;_Catania_;_Letter about the recognition of the salvation of the city attributed to the patron Sant'Agata_;_Spanish_;__;__;__;__;__
_M-1669-ET-0417_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 39r_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-04-23_;_Palermo_;__;_Catania_;_The information received about the deviation of the lava flow to the sea_;_Spanish_;__;__;__;__;__
_M-1669-ET-0418_;_1669 Etna Eruption_;_Archivo General de Simancas, Estado, Sicilia, 3492, f.62_;_Fernández de La Cueva, Francisco_;_Marianna of Austria_;_1669-04-23_;_Palermo_;__;_Madrid_;_Dispatch about the appointment of the prince of Campofranco as general vicar_;_Spanish_;__;__;__;__;__
_M-1669-ET-0419_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. . 40r-41r_;_Fernández de La Cueva, Francisco_;_Riggio, Stefano_;_1669-04-23_;_Palermo_;__;_Catania_;_The reception of information about the progress of the lava and and the measures adopted so far_;_Spanish_;__;__;__;__;__
_M-1669-ET-041A_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 43v-44r_;_Fernández de La Cueva, Francisco_;_Stefano Riggio, prince of Campofranco_;_1669-04-30_;_Palermo_;__;_Catania_;_Letter about the information received about the measures adopted to face the emergency_;_Spanish_;__;__;__;__;__
_M-1669-ET-041B_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 45r-v_;_Fernández de La Cueva, Francisco_;_Riggio, Stefano_;_1669-05-05_;_Palermo_;__;_Catania_;_The reception of information about the progress of the lava and and the measures adopted so far_;_Spanish_;__;__;__;__;__
_M-1669-ET-041C_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, f. 252v_;_Fernández de La Cueva, Francisco_;_Tribunal del Real Patrimonio_;_1669-05-07_;_Palermo_;__;_Palermo_;_Information letter about the measures adopted by the vicar general_;_Spanish_;__;__;__;__;__
_M-1669-ET-041D_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1668, ff. 65r-v_;_Bonadies, Michelangelo_;_Fernández de La Cueva, Francisco_;_1669-05-10_;_Catania_;__;_Palermo_;_Commendation letter for the work of Don Pedro Paternò and Castelli and his son Carlos during the eruption_;_Spanish_;__;__;__;__;__
_M-1669-ET-041E_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 698, f. 253r_;_Fernández de La Cueva, Francisco_;_Tribunal del Real Patrimonio_;_1669-05-10_;_Palermo_;__;_Palermo_;_Dispatch that instructs the court to deal with the question relating to the construction of the Borgo_;_Spanish_;__;__;__;__;__
_M-1669-ET-041F_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, f. 47r_;_Fernández de La Cueva, Francisco_;_Riggio, Stefano_;_1669-05-18_;_Palermo_;__;_Catania_;_Dispatch that authorize the vicar general to return to Palermo_;_Spanish_;__;__;__;__;__
_M-1669-ET-0420_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 49v-50r_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-05-18_;_Palermo_;__;_Catania_;_Dispatch that granted 500 scudi for the purchase of a lamp for Sant'Agata_;_Spanish_;__;__;__;__;__
_M-1669-ET-0421_;_1669 Etna Eruption_;_Archivo General de Simancas, Estado, Sicilia, 3492, f. 90_;_Fernández de La Cueva, Francisco_;_Consejo de Estado_;_1669-05-26_;_Palermo_;__;_Madrid_;_Copy of a detailed report sent by the general vicar about the measures adopted in the towns and villages affected by the eruption of Etna_;_Spanish_;__;__;__;__;__
_M-1669-ET-0422_;_1669 Etna Eruption_;_Archivo General de Simancas, Estado, Sicilia, 3492, f. 88_;_Fernández de La Cueva, Francisco_;_Mariana of Austria_;_1669-06-04_;_Palermo_;_1669-08-24_;_Madrid_;_Report on the damage caused by the eruption on the measures adopted by the vicar general_;_Spanish_;__;__;__;__;__
_M-1669-ET-0423_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688_;_Senato of Catania_;_Fernández de La Cueva, Francisco_;_1669-06-07_;_Catania_;__;_Palermo_;_Letter about the progress of the lava_;_Italian_;__;__;__;__;__
_M-1669-ET-0424_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1668_;_Di Paternò e Castello, Giovanni_;_Fernández de La Cueva, Francisco_;_1669-06-11_;_Catania_;_1669-06-15_;_Palermo_;_Letter concerning the restart of volcanic activity_;_Italian_;__;__;__;__;__
_M-1669-ET-0425_;_1669 Etna Eruption_;_Archivo General de Simancas, Estado, Sicilia, 3492, f. 61_;_Consejo de Estado_;_Charles II_;_1669-06-19_;_Madrid_;__;__;_Consulta (written advice) about the damage caused by the eruption of Etna_;_Spanish_;__;__;__;__;__
_M-1669-ET-0426_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688_;_Senato of Catania_;_Fernández de La Cueva, Francisco_;_1669-06-19_;_Catania_;__;_Palermo_;_Letter about the progress of the lava and the request for resources to repair the city of Catania_;_Italian_;__;__;__;__;__
_M-1669-ET-0427_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688_;_Bonadies, Michelangelo_;_Fernández de La Cueva, Francisco_;_1669-06-22_;_Catania_;__;_Palermo_;_Letter about the need to build a new Borgo_;_Spanish_;__;__;__;__;__
_M-1669-ET-0428_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 76v-77r_;_Fernández de La Cueva, Francisco_;_Captain of Justice_;_1669-07-01_;_Palermo_;__;_Catania_;_Dispatch to return the prisoners back in the prison of Catania_;_Spanish_;__;__;__;__;__
_M-1669-ET-0429_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Estado, Sicilia, 3492, f. 87_;_Consejo de Estado_;_Mariana of Austria_;_1669-08-31_;_Madrid_;__;_Madrid_;_Consulta (written advice) for the approval of the measures adopted by the general vicar during the emergency_;_Spanish_;__;__;__;__;__
_M-1669-ET-042A_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688_;_Senato of Catania_;_Fernández de La Cueva, Francisco_;_1669-10-08_;_Catania_;__;_Palermo_;_Letter of thanks for the license granted to build the new Borgo_;_Italian_;__;__;__;__;__
_M-1669-ET-042B_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Dispacci, 93, ff. 119r-v_;_Fernández de La Cueva, Francisco_;_Bonadies, Michelangelo_;_1669-10-01_;_Palermo_;__;_Catania_;_Dispatch with the assignment of an engineer to verify the damage caused by the eruption_;_Spanish_;__;__;__;__;__
_M-1669-ET-042C_;_1669 Etna Eruption_;_Archivio di Stato di Palermo, Real Segreteria, Incartamenti, 1688_;_Senato of Catania_;_Fernández de La Cueva, Francisco_;_1669-12-14_;_Catania_;_1670-01-08_;_Palermo_;_Supplication for the request of intercession with the Court to receive Don Vincenzo Paternò, Baron of Raddusa_;_Italian_;__;__;__;__;__
_M-1674-LO-042D_;_1674 Lorca Earthquake_;_Madrid, Archivo Histórico Nacional, Consejo, 51436, exp. 8_;_Unknown_;_Unknown_;_1674-09_;_Murcia_;__;__;_Report on earthquake_;_Spanish_;__;__;__;__;__
_M-1677-MA-042E_;_1677 Manila Earthquake_;_Seville, Archivo General de Indias, Filipinas, 23, r. 17, n. 53_;_Audiencia of Manila_;_Charles II_;_1678-06-04_;_Manila_;_1679-09-04_;_Madrid_;_Report on situation & last earthquake_;_Spanish_;__;__;__;__;__
_M-1678-LI-042F_;_1678 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 78_;_Liñán y Cisneros, Melchor de_;_Charles II_;_1678-08-14_;_Lima_;__;_Madrid_;_Liñán informed the king of the earthquake of 1678 and the measures adopted to appease the divine wrath. The earthquake mainly affected the temples, especially the cathedral. The viceroy claims that the earthquake is God's way of punishing the wicked, of making amends to the contumacious or of exercising the just. But he claimed that the motives behind the earthquake couldn't be known because the divine will is inscrutable. He said that four people died in Lima and thirteen in the port of El Callao, where the sea was very restless. He reported too how, after the earthquake, he went out with Conde de Castelar, then viceroy, to survey the damage._;_Spanish_;__;__;__;__;__
_M-1678-LI-062B_;_1678 Lima Earthquake_;_Archivio Apostolico Vaticano, Congregazione del Concilio, Relationes, vol. 450_;_Liñán y Cisneros, Melchor de_;_Innocenzo XI_;_1690-11-30_;_Lima_;__;_Rome_;_The archbishop claims that the earthquake caused sacred and profane buildings to shake and made Lima look like a Ninivie in the face of the preaching of the prophet Jonah. The reconstruction cost many thousands of ducats. Melchor de Liñán also recounted how he was asked to take over as viceroy eighteen days after the earthquake. He considered this assignment providential because if the secular power of the king and the ecclesiastical power were in the hands of one person, it was thus possible to repair both buildings and men._;_Latin_;__;_1687 Lima Earthquake_;__;__;__
_M-1679-BE-0430_;_1679 Beijing Earthquake_;_Seville, Archivo General de Indias, Filipinas, 11, r. 1, n. 16_;_Vargas, Juan de_;_Charles II_;_1680-06-05_;_Manila_;_1681-06-28_;_Madrid_;_The author quotes the Beijing Earthquake and mentions local processions_;_Spanish_;__;__;__;__;__
_M-1680-AN-0602_;_1680 Andalusia Earthquake_;_Madrid, Biblioteca de la Real Academia de la Historia, 9/3654(36)_;_[Pacheco, Alonso]_;__;_[1680]_;_Cordoba_;__;__;_Relación del terremoto que el día 9 de octubre de 1680 padeció la Ciudad de Córdova y de las demonstraciones que en acción de gracias hicieron los ilustrísimos cavildos de la Santa Yglesia Cathedral y de la ciudad_;__;_P-1680-AN-017C / 1680 Andalusia Earthquake / Relación de el terremoto, que el día nueve de octubre de mil y seiscientos y ochenta padeció la ciudad de Córdoba: y de las demostraciones que en acción de gracias hizieron los illustríssimos Cabildos de la santa iglesia cathedral, y de la ciudad (Very similar to)_;__;__;__;__
_M-1680-AN-0603_;_1680 Andalusia Earthquake_;_Granada, Universidad de Granada, Biblioteca del Hospital Real, A-031-126 (15)_;_Montenegro, Pedro de_;__;_[1680]_;_Malaga_;__;__;_Breve relación de la missión apostólica que hizo el Col[egio] de S. Pablo de la Comp[añí]a de Ih[esú]s de la ciud[ad] de Granada con occasión del terrible temblor de tierra sucedido en dicha ciud[ad] miércoles 9 de oct[ubr]e a las 7 de la mañana este año de 1680, y de su causa y effectos_;_Spanish_;__;__;_https://digibug.ugr.es/handle/10481/12214?locale-attribute=es_;__;__
_M-1684-CU-0431_;_1684 Cumaná Earthquake_;_Seville, Archivo General de Indias, Santo Domingo, 188, r. 2, n. 25_;_Vivero, Francisco de_;_Charles II_;_1684-07-12_;_Cumaná_;_1685-02-27_;__;_Report on earthquake_;_Spanish_;__;__;__;__;__
_M-1687-LI-0432_;_1687 Lima Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Peruana, vol. 17, ff. 52r- 116v_;_Jaúregui, Martín de_;_González de Santalla, Tirso_;__;__;__;_Rome_;_Annual letter referred to Peruvian Province from the end of 1685 to October 1688 in which Martín de Jaúregui gives details about the Lima earthquake of 1687 and the devotions and religious rituals promotes after the seism thanks to Duke of Palata and his wife_;_Spanish_;__;__;__;__;__
_M-1687-LI-0433_;_1687 Lima Earthquake_;_Toledo, Archivo Histórico de la Nobleza, Osuna, CT. 112, D. 6._;_Arcayna, Jacinto_;_Borja Centelles, Pascual Francisco de_;_1688-06-30_;_Madrid_;__;__;_Report on Lima Earthquake, quoting a Relación del terremoto de Lima, ocurrido el 20 de octubre de 1687, from Amsterdam_;_Spanish_;_M-1687-LI-043B / 1687 Lima Earthquake / Relación del terremoto de Lima, ocurrido el 20 de octubre de 1687: a handwritten copy of the Relación del exemplar castigo, printed in Lima and Mexico City, that the Sender received from Cartagena de Indias thanks to the mediation of some English merchants who had returned to London from Jamaica (This document mentions)_;__;_http://pares.mcu.es/ParesBusquedas20/catalogo/description/3927644?nm_;__;_Special route of news_
_M-1687-LI-0434_;_1687 Lima Earthquake_;_Toledo, Archivo Histórico de la Nobleza, Osuna, CT.112,D.23_;_Sánchez, Antonio_;_Borja Centelles, Pascual Francisco de_;_1688-06-30_;_Madrid_;__;_Madrid_;_Information about the Lima disaster and the sorrow within the Madrid Court, especially of the Count of Cabra and of a son of the Duke of Alba_;_Spanish_;__;__;_http://pares.mcu.es/ParesBusquedas20/catalogo/description/3927722?nm_;__;__
_M-1687-LI-0435_;_1687 Lima Earthquake_;_Toledo, Archivo Histórico de la Nobleza, Osuna, CT. 112, D. 12_;_Clareti, Andrés Juan_;_Silva Mendoza, Gregorio de_;_1688-07-13_;_Alicante_;__;__;_The author reports news from America on the Lima Earthquake, with incredulity, as they are based on rumours in the Alicante port spread Friar Domingo Alvarez de Toledo's letter_;_Spanish_;_M-1687-LI-0446 / 1687 Lima Earthquake / (Copy) A detailed report on the damages caused in Lima, on the measures implememted by the viceroy and on processions and rites of penance led by Jesuits and Franciscans (Title: Copia de una carta que el P. fr. Domingo Alvarez de Toledo, franciscano, procurador general de Corte en Lima, escribió desde Lima al reverendísimo Padre general en este chasque, su fecha en 29 de Octubre de 1687) (This document mentions)_;__;_http://pares.mcu.es/ParesBusquedas20/catalogo/description/3936172?nm_;__;__
_M-1687-LI-0436_;_1687 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 87, Cartas y expedientes de virreyes de Perú, n 1_;_Navarra y Rocafull, Melchor de_;_Charles II_;_1687-12-08_;_Lima_;__;_Madrid_;__Tasacion del daño sufrido_ por la iglesia con el temblor del 20 de octubre_;_Spanish_;__;__;__;__;__
_M-1687-LI-0437_;_1687 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 87, Cartas y expedientes de virreyes de Perú, n 3_;_Navarra y Rocafull, Melchor de_;_Charles II_;_1687-12-08_;_Lima_;__;_Madrid_;__Contribucion del Cabildo eclesiástico a la reedificación de la Iglesia__;_Spanish_;__;__;__;__;__
_M-1687-LI-0438_;_1687 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 87, Cartas y expedientes de virreyes de Perú, n 31_;_Navarra y Rocafull, Melchor de_;_Charles II_;_1687-12-08_;_Lima_;__;_Madrid_;__Falta de medios de la Ciudad__;_Spanish_;__;__;__;__;__
_M-1687-LI-0439_;_1687 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 87, Cartas y expedientes de virreyes de Perú, s.n._;_Navarra y Rocafull, Melchor de_;_Charles II_;_1687-12-08_;_Lima_;__;_Madrid_;__Representacion que ha hecho al virrey el cabildo y regimiento de Lima sobre la falta de medios con que se halla para reparar las casas del cabildo y cárcel por causa del temblor__;_Spanish_;__;__;__;__;__
_M-1687-LI-043A_;_1687 Lima Earthquake_;_Biblioteca Nacional de España, Manuscripts, Ms 9963_;_Navarra y Rocafull, Melchor de_;_Portocarrero y Lasso de la Vega, Melchor_;_1689_;_Lima_;__;__;__Relación del estado del Perú en los ocho años de su gobierno que hace el Duque de la Palata al Exmo. Señor Conde de la Monclova__;_Spanish_;__;__;__;__;__
_M-1687-LI-043B_;_1687 Lima Earthquake_;_Biblioteca Nacional de España, Manuscripts, Ms 9403, fols. 102-104_;_Belmonte, Manuel de_;_Charles II_;_1688-07-05_;_Amsterdam_;__;_Madrid_;_Relación del terremoto de Lima, ocurrido el 20 de octubre de 1687: a handwritten copy of the Relación del exemplar castigo, printed in Lima and Mexico City, that the Sender received from Cartagena de Indias thanks to the mediation of some English merchants who had returned to London from Jamaica_;_Spanish_;_M-1687-LI-0433 / 1687 Lima Earthquake / Report on Lima Earthquake, quoting a Relación del terremoto de Lima, ocurrido el 20 de octubre de 1687, from Amsterdam (This document is mentioned in);P-1687-LI-0195 / 1687 Lima Earthquake / Relación del exemplar castigo que embió Dios a la ciudad de Lima cabeça del Perú, y a su costa de barlovento con los espantosos temblores del día 20 de octubre del año de 1687 (This document mentions)_;__;__;__;__
_M-1687-LI-043C_;_1687 Lima Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manuscripts, _;_Confuorto, Domenico_;__;_1688-07_;_Naples_;__;__;_In his handwritten journal (printed in 1930 under the title Giornali di Napoli dal MDCXXIX al XDCIC) notes diary that the news of the 1687 Lima earthquake spread easily among the Neapolitan populace, who had recently experienced a similar calamity. Attached to this note was the a print newssheet in Italian_;_Italian_;__;__;__;__;_The _Distinta e veridica Relatione dello spaventoso Terremoto accaduto nella città di Lima metropoli del Regno del Perù_ published by D.A. Parrino was originally attached to this page of the Journal_
_M-1687-LI-043D_;_1687 Lima Earthquake_;_Seville, Archivo General de Indias, Lima, 304, Cartas y expedientes: Arzobispo de Lima, 1664-1699, n. 11_;_Liñán y Cisneros, Melchor de_;_Charles II_;_1687-12-03_;_Lima_;_1689-04_;_Madrid_;_A detailed description of the Lima Earthquake and of the tsunami in Callao, along with an account of the archbishop's injury and recovery, and with brief news of damages and vitims in other Central Peru dioceses_;_Spanish_;__;__;__;__;_Personal experience_
